"word,count";"Filename"
"the,614";"2020-03-26.csv"
"to,508";"2020-03-26.csv"
"and,423";"2020-03-26.csv"
"we,388";"2020-03-26.csv"
"is,310";"2020-03-26.csv"
"of,299";"2020-03-26.csv"
"that,269";"2020-03-26.csv"
"in,260";"2020-03-26.csv"
"a,242";"2020-03-26.csv"
"have,220";"2020-03-26.csv"
"i,212";"2020-03-26.csv"
"you,197";"2020-03-26.csv"
"it,190";"2020-03-26.csv"
"are,183";"2020-03-26.csv"
"for,156";"2020-03-26.csv"
"people,148";"2020-03-26.csv"
"not,144";"2020-03-26.csv"
"be,142";"2020-03-26.csv"
"this,129";"2020-03-26.csv"
"they,107";"2020-03-26.csv"
"on,105";"2020-03-26.csv"
"will,100";"2020-03-26.csv"
"can,99";"2020-03-26.csv"
"from,96";"2020-03-26.csv"
"as,91";"2020-03-26.csv"
"what,90";"2020-03-26.csv"
"if,89";"2020-03-26.csv"
"but,81";"2020-03-26.csv"
"there,79";"2020-03-26.csv"
"do,76";"2020-03-26.csv"
"those,75";"2020-03-26.csv"
"get,73";"2020-03-26.csv"
"about,70";"2020-03-26.csv"
"at,65";"2020-03-26.csv"
"who,64";"2020-03-26.csv"
"ran,64";"2020-03-26.csv"
"work,64";"2020-03-26.csv"
"selfemployed,59";"2020-03-26.csv"
"has,59";"2020-03-26.csv"
"so,58";"2020-03-26.csv"
"peopla,58";"2020-03-26.csv"
"was,56";"2020-03-26.csv"
"with,55";"2020-03-26.csv"
"had,52";"2020-03-26.csv"
"all,51";"2020-03-26.csv"
"our,51";"2020-03-26.csv"
"government,49";"2020-03-26.csv"
"or,49";"2020-03-26.csv"
"need,47";"2020-03-26.csv"
"am,44";"2020-03-26.csv"
"them,43";"2020-03-26.csv"
"think,42";"2020-03-26.csv"
"health,40";"2020-03-26.csv"
"us,38";"2020-03-26.csv"
"many,37";"2020-03-26.csv"
"he,36";"2020-03-26.csv"
"my,36";"2020-03-26.csv"
"how,36";"2020-03-26.csv"
"an,36";"2020-03-26.csv"
"going,35";"2020-03-26.csv"
"down,35";"2020-03-26.csv"
"when,35";"2020-03-26.csv"
"one,34";"2020-03-26.csv"
"know,33";"2020-03-26.csv"
"now,33";"2020-03-26.csv"
"dont,32";"2020-03-26.csv"
"weeks,32";"2020-03-26.csv"
"up,32";"2020-03-26.csv"
"very,31";"2020-03-26.csv"
"their,31";"2020-03-26.csv"
"then,30";"2020-03-26.csv"
"like,29";"2020-03-26.csv"
"time,28";"2020-03-26.csv"
"public,28";"2020-03-26.csv"
"go,28";"2020-03-26.csv"
"because,28";"2020-03-26.csv"
"would,27";"2020-03-26.csv"
"been,27";"2020-03-26.csv"
"were,26";"2020-03-26.csv"
"want,26";"2020-03-26.csv"
"why,26";"2020-03-26.csv"
"clear,26";"2020-03-26.csv"
"last,25";"2020-03-26.csv"
"way,25";"2020-03-26.csv"
"said,25";"2020-03-26.csv"
"nhs,25";"2020-03-26.csv"
"social,24";"2020-03-26.csv"
"through,24";"2020-03-26.csv"
"see,24";"2020-03-26.csv"
"construction,24";"2020-03-26.csv"
"out,24";"2020-03-26.csv"
"week,23";"2020-03-26.csv"
"no,23";"2020-03-26.csv"
"help,23";"2020-03-26.csv"
"home,23";"2020-03-26.csv"
"question,22";"2020-03-26.csv"
"say,22";"2020-03-26.csv"
"more,22";"2020-03-26.csv"
"saying,22";"2020-03-26.csv"
"some,22";"2020-03-26.csv"
"other,22";"2020-03-26.csv"
"most,22";"2020-03-26.csv"
"test,22";"2020-03-26.csv"
"got,21";"2020-03-26.csv"
"working,21";"2020-03-26.csv"
"your,21";"2020-03-26.csv"
"care,20";"2020-03-26.csv"
"support,20";"2020-03-26.csv"
"country,20";"2020-03-26.csv"
"lives,20";"2020-03-26.csv"
"could,20";"2020-03-26.csv"
"equipment,20";"2020-03-26.csv"
"even,19";"2020-03-26.csv"
"things,19";"2020-03-26.csv"
"just,18";"2020-03-26.csv"
"put,18";"2020-03-26.csv"
"after,18";"2020-03-26.csv"
"12,18";"2020-03-26.csv"
"months,18";"2020-03-26.csv"
"part,18";"2020-03-26.csv"
"problem,18";"2020-03-26.csv"
"workers,17";"2020-03-26.csv"
"much,17";"2020-03-26.csv"
"universal,17";"2020-03-26.csv"
"credit,17";"2020-03-26.csv"
"important,17";"2020-03-26.csv"
"business,17";"2020-03-26.csv"
"really,17";"2020-03-26.csv"
"contracts,17";"2020-03-26.csv"
"did,16";"2020-03-26.csv"
"every,16";"2020-03-26.csv"
"money,16";"2020-03-26.csv"
"done,16";"2020-03-26.csv"
"able,16";"2020-03-26.csv"
"being,16";"2020-03-26.csv"
"well,16";"2020-03-26.csv"
"these,15";"2020-03-26.csv"
"also,15";"2020-03-26.csv"
"any,15";"2020-03-26.csv"
"contact,15";"2020-03-26.csv"
"first,15";"2020-03-26.csv"
"than,15";"2020-03-26.csv"
"doing,15";"2020-03-26.csv"
"lot,15";"2020-03-26.csv"
"into,15";"2020-03-26.csv"
"where,15";"2020-03-26.csv"
"hear,15";"2020-03-26.csv"
"society,15";"2020-03-26.csv"
"make,15";"2020-03-26.csv"
"by,15";"2020-03-26.csv"
"city,15";"2020-03-26.csv"
"good,14";"2020-03-26.csv"
"local,14";"2020-03-26.csv"
"shrewsbury,14";"2020-03-26.csv"
"me,14";"2020-03-26.csv"
"having,14";"2020-03-26.csv"
"scheme,14";"2020-03-26.csv"
"stop,14";"2020-03-26.csv"
"system,14";"2020-03-26.csv"
"steps,14";"2020-03-26.csv"
"might,14";"2020-03-26.csv"
"thing,14";"2020-03-26.csv"
"possible,14";"2020-03-26.csv"
"moment,14";"2020-03-26.csv"
"should,14";"2020-03-26.csv"
"getting,14";"2020-03-26.csv"
"shut,14";"2020-03-26.csv"
"evening,13";"2020-03-26.csv"
"front,13";"2020-03-26.csv"
"richard,13";"2020-03-26.csv"
"pay,13";"2020-03-26.csv"
"economy,13";"2020-03-26.csv"
"which,13";"2020-03-26.csv"
"years,13";"2020-03-26.csv"
"only,13";"2020-03-26.csv"
"sure,13";"2020-03-26.csv"
"testing,13";"2020-03-26.csv"
"next,13";"2020-03-26.csv"
"million,13";"2020-03-26.csv"
"take,13";"2020-03-26.csv"
"joanne,13";"2020-03-26.csv"
"sites,13";"2020-03-26.csv"
"robert,12";"2020-03-26.csv"
"here,12";"2020-03-26.csv"
"order,12";"2020-03-26.csv"
"everything,12";"2020-03-26.csv"
"looking,12";"2020-03-26.csv"
"three,12";"2020-03-26.csv"
"still,12";"2020-03-26.csv"
"understand,12";"2020-03-26.csv"
"whether,12";"2020-03-26.csv"
"keep,12";"2020-03-26.csv"
"coming,12";"2020-03-26.csv"
"absolutely,12";"2020-03-26.csv"
"example,12";"2020-03-26.csv"
"zerohour,12";"2020-03-26.csv"
"labour,12";"2020-03-26.csv"
"protective,12";"2020-03-26.csv"
