"word,count";"Filename"
"the,456";"2020-11-12.csv"
"to,301";"2020-11-12.csv"
"and,288";"2020-11-12.csv"
"that,270";"2020-11-12.csv"
"is,230";"2020-11-12.csv"
"of,220";"2020-11-12.csv"
"we,216";"2020-11-12.csv"
"i,197";"2020-11-12.csv"
"it,184";"2020-11-12.csv"
"a,177";"2020-11-12.csv"
"you,138";"2020-11-12.csv"
"are,135";"2020-11-12.csv"
"in,129";"2020-11-12.csv"
"have,128";"2020-11-12.csv"
"vaccine,86";"2020-11-12.csv"
"this,85";"2020-11-12.csv"
"be,77";"2020-11-12.csv"
"so,75";"2020-11-12.csv"
"for,74";"2020-11-12.csv"
"not,73";"2020-11-12.csv"
"there,63";"2020-11-12.csv"
"but,63";"2020-11-12.csv"
"on,62";"2020-11-12.csv"
"people,60";"2020-11-12.csv"
"will,59";"2020-11-12.csv"
"as,57";"2020-11-12.csv"
"about,53";"2020-11-12.csv"
"know,48";"2020-11-12.csv"
"can,48";"2020-11-12.csv"
"think,48";"2020-11-12.csv"
"they,46";"2020-11-12.csv"
"at,43";"2020-11-12.csv"
"going,43";"2020-11-12.csv"
"because,43";"2020-11-12.csv"
"from,42";"2020-11-12.csv"
"well,42";"2020-11-12.csv"
"do,41";"2020-11-12.csv"
"get,40";"2020-11-12.csv"
"all,40";"2020-11-12.csv"
"what,40";"2020-11-12.csv"
"with,39";"2020-11-12.csv"
"has,37";"2020-11-12.csv"
"am,37";"2020-11-12.csv"
"out,36";"2020-11-12.csv"
"would,36";"2020-11-12.csv"
"if,35";"2020-11-12.csv"
"very,32";"2020-11-12.csv"
"or,32";"2020-11-12.csv"
"who,30";"2020-11-12.csv"
"us,29";"2020-11-12.csv"
"been,29";"2020-11-12.csv"
"up,27";"2020-11-12.csv"
"more,27";"2020-11-12.csv"
"need,26";"2020-11-12.csv"
"was,26";"2020-11-12.csv"
"question,25";"2020-11-12.csv"
"then,25";"2020-11-12.csv"
"one,25";"2020-11-12.csv"
"just,24";"2020-11-12.csv"
"got,24";"2020-11-12.csv"
"how,23";"2020-11-12.csv"
"like,23";"2020-11-12.csv"
"an,23";"2020-11-12.csv"
"say,22";"2020-11-12.csv"
"by,22";"2020-11-12.csv"
"yes,21";"2020-11-12.csv"
"time,20";"2020-11-12.csv"
"matt,20";"2020-11-12.csv"
"now,20";"2020-11-12.csv"
"dont,20";"2020-11-12.csv"
"see,19";"2020-11-12.csv"
"way,19";"2020-11-12.csv"
"go,19";"2020-11-12.csv"
"over,18";"2020-11-12.csv"
"when,18";"2020-11-12.csv"
"had,18";"2020-11-12.csv"
"some,18";"2020-11-12.csv"
"government,18";"2020-11-12.csv"
"being,17";"2020-11-12.csv"
"lot,17";"2020-11-12.csv"
"getting,17";"2020-11-12.csv"
"no,17";"2020-11-12.csv"
