"word,""count"",""Filename""";"Filename"
"the,""512"",""2020-02-06.csv""";
"to,""375"",""2020-02-06.csv""";
"and,""279"",""2020-02-06.csv""";
"that,""238"",""2020-02-06.csv""";
"of,""234"",""2020-02-06.csv""";
"a,""219"",""2020-02-06.csv""";
"i,""211"",""2020-02-06.csv""";
"is,""206"",""2020-02-06.csv""";
"we,""199"",""2020-02-06.csv""";
"in,""197"",""2020-02-06.csv""";
"you,""164"",""2020-02-06.csv""";
"it,""152"",""2020-02-06.csv""";
"are,""134"",""2020-02-06.csv""";
"have,""111"",""2020-02-06.csv""";
"on,""103"",""2020-02-06.csv""";
"think,""98"",""2020-02-06.csv""";
"what,""95"",""2020-02-06.csv""";
"be,""92"",""2020-02-06.csv""";
"for,""87"",""2020-02-06.csv""";
"with,""83"",""2020-02-06.csv""";
"this,""81"",""2020-02-06.csv""";
"but,""79"",""2020-02-06.csv""";
"there,""76"",""2020-02-06.csv""";
"about,""74"",""2020-02-06.csv""";
"so,""66"",""2020-02-06.csv""";
"do,""60"",""2020-02-06.csv""";
"not,""59"",""2020-02-06.csv""";
"people,""59"",""2020-02-06.csv""";
"its,""57"",""2020-02-06.csv""";
"was,""57"",""2020-02-06.csv""";
"as,""56"",""2020-02-06.csv""";
"going,""56"",""2020-02-06.csv""";
"all,""54"",""2020-02-06.csv""";
"they,""54"",""2020-02-06.csv""";
"because,""50"",""2020-02-06.csv""";
"know,""47"",""2020-02-06.csv""";
"at,""42"",""2020-02-06.csv""";
"right,""42"",""2020-02-06.csv""";
"has,""42"",""2020-02-06.csv""";
"if,""41"",""2020-02-06.csv""";
"can,""40"",""2020-02-06.csv""";
"us,""37"",""2020-02-06.csv""";
"well,""37"",""2020-02-06.csv""";
"who,""35"",""2020-02-06.csv""";
"just,""35"",""2020-02-06.csv""";
"get,""35"",""2020-02-06.csv""";
"he,""34"",""2020-02-06.csv""";
"like,""34"",""2020-02-06.csv""";
"up,""34"",""2020-02-06.csv""";
"been,""33"",""2020-02-06.csv""";
"need,""33"",""2020-02-06.csv""";
"yes,""33"",""2020-02-06.csv""";
"dont,""32"",""2020-02-06.csv""";
"got,""31"",""2020-02-06.csv""";
"one,""31"",""2020-02-06.csv""";
"im,""31"",""2020-02-06.csv""";
"our,""29"",""2020-02-06.csv""";
"from,""29"",""2020-02-06.csv""";
"make,""29"",""2020-02-06.csv""";
"when,""29"",""2020-02-06.csv""";
"by,""28"",""2020-02-06.csv""";
"actually,""27"",""2020-02-06.csv""";
"cars,""27"",""2020-02-06.csv""";
"she,""27"",""2020-02-06.csv""";
"time,""26"",""2020-02-06.csv""";
"will,""26"",""2020-02-06.csv""";
"more,""26"",""2020-02-06.csv""";
"now,""25"",""2020-02-06.csv""";
"government,""25"",""2020-02-06.csv""";
"which,""25"",""2020-02-06.csv""";
"want,""25"",""2020-02-06.csv""";
"had,""24"",""2020-02-06.csv""";
"why,""24"",""2020-02-06.csv""";
"or,""23"",""2020-02-06.csv""";
"thats,""23"",""2020-02-06.csv""";
"deal,""23"",""2020-02-06.csv""";
"much,""23"",""2020-02-06.csv""";
"your,""23"",""2020-02-06.csv""";
"were,""22"",""2020-02-06.csv""";
"would,""22"",""2020-02-06.csv""";
"say,""22"",""2020-02-06.csv""";
"thing,""22"",""2020-02-06.csv""";
"really,""22"",""2020-02-06.csv""";
"out,""22"",""2020-02-06.csv""";
"come,""22"",""2020-02-06.csv""";
"women,""22"",""2020-02-06.csv""";
"an,""21"",""2020-02-06.csv""";
