"word,count";"Filename"
"the,599";"2020-01-09.csv"
"to,357";"2020-01-09.csv"
"and,340";"2020-01-09.csv"
"of,300";"2020-01-09.csv"
"a,258";"2020-01-09.csv"
"in,230";"2020-01-09.csv"
"that,226";"2020-01-09.csv"
"i,222";"2020-01-09.csv"
"you,186";"2020-01-09.csv"
"is,184";"2020-01-09.csv"
"we,176";"2020-01-09.csv"
"it,128";"2020-01-09.csv"
"think,122";"2020-01-09.csv"
"have,115";"2020-01-09.csv"
"they,103";"2020-01-09.csv"
"are,97";"2020-01-09.csv"
"this,94";"2020-01-09.csv"
"for,87";"2020-01-09.csv"
"with,82";"2020-01-09.csv"
"be,80";"2020-01-09.csv"
"what,75";"2020-01-09.csv"
"but,74";"2020-01-09.csv"
"do,69";"2020-01-09.csv"
"has,68";"2020-01-09.csv"
"as,64";"2020-01-09.csv"
"was,64";"2020-01-09.csv"
"on,63";"2020-01-09.csv"
",62";"2020-01-09.csv"
"people,61";"2020-01-09.csv"
"if,57";"2020-01-09.csv"
"our,52";"2020-01-09.csv"
"there,51";"2020-01-09.csv"
"not,51";"2020-01-09.csv"
"about,49";"2020-01-09.csv"
"he,49";"2020-01-09.csv"
"from,45";"2020-01-09.csv"
"will,44";"2020-01-09.csv"
"dont,42";"2020-01-09.csv"
"country,41";"2020-01-09.csv"
"want,41";"2020-01-09.csv"
"say,39";"2020-01-09.csv"
"been,37";"2020-01-09.csv"
"labour,36";"2020-01-09.csv"
"its,36";"2020-01-09.csv"
"would,36";"2020-01-09.csv"
"so,35";"2020-01-09.csv"
"see,35";"2020-01-09.csv"
"can,34";"2020-01-09.csv"
"by,34";"2020-01-09.csv"
"who,34";"2020-01-09.csv"
"very,32";"2020-01-09.csv"
"out,32";"2020-01-09.csv"
"back,31";"2020-01-09.csv"
"get,31";"2020-01-09.csv"
"one,31";"2020-01-09.csv"
"just,31";"2020-01-09.csv"
"at,30";"2020-01-09.csv"
"some,30";"2020-01-09.csv"
"know,30";"2020-01-09.csv"
"party,29";"2020-01-09.csv"
"well,29";"2020-01-09.csv"
"question,28";"2020-01-09.csv"
"where,28";"2020-01-09.csv"
"us,28";"2020-01-09.csv"
"like,28";"2020-01-09.csv"
"all,27";"2020-01-09.csv"
"right,27";"2020-01-09.csv"
"which,27";"2020-01-09.csv"
"or,27";"2020-01-09.csv"
"things,27";"2020-01-09.csv"
"them,26";"2020-01-09.csv"
"thats,26";"2020-01-09.csv"
"royal,25";"2020-01-09.csv"
"because,25";"2020-01-09.csv"
"family,25";"2020-01-09.csv"
"going,25";"2020-01-09.csv"
"part,24";"2020-01-09.csv"
"an,24";"2020-01-09.csv"
"yes,23";"2020-01-09.csv"
"max,22";"2020-01-09.csv"
