"word,count";"Filename"
"the,713";"2020-04-02.csv"
"to,524";"2020-04-02.csv"
"and,394";"2020-04-02.csv"
"that,361";"2020-04-02.csv"
"is,291";"2020-04-02.csv"
"of,274";"2020-04-02.csv"
"i,270";"2020-04-02.csv"
"a,248";"2020-04-02.csv"
"in,243";"2020-04-02.csv"
"we,236";"2020-04-02.csv"
"it,225";"2020-04-02.csv"
"you,221";"2020-04-02.csv"
"have,215";"2020-04-02.csv"
"are,197";"2020-04-02.csv"
"this,175";"2020-04-02.csv"
"they,153";"2020-04-02.csv"
"so,129";"2020-04-02.csv"
"but,124";"2020-04-02.csv"
"people,120";"2020-04-02.csv"
"be,118";"2020-04-02.csv"
"if,115";"2020-04-02.csv"
"for,108";"2020-04-02.csv"
"do,104";"2020-04-02.csv"
"not,101";"2020-04-02.csv"
"think,97";"2020-04-02.csv"
"with,93";"2020-04-02.csv"
"on,92";"2020-04-02.csv"
"can,89";"2020-04-02.csv"
"who,84";"2020-04-02.csv"
"all,83";"2020-04-02.csv"
"about,75";"2020-04-02.csv"
"because,73";"2020-04-02.csv"
"your,72";"2020-04-02.csv"
"what,71";"2020-04-02.csv"
"as,70";"2020-04-02.csv"
"its,68";"2020-04-02.csv"
"at,63";"2020-04-02.csv"
"peopla,63";"2020-04-02.csv"
"had,62";"2020-04-02.csv"
"get,62";"2020-04-02.csv"
"was,61";"2020-04-02.csv"
"from,60";"2020-04-02.csv"
"just,57";"2020-04-02.csv"
"or,57";"2020-04-02.csv"
"ran,53";"2020-04-02.csv"
"got,50";"2020-04-02.csv"
"one,50";"2020-04-02.csv"
"been,49";"2020-04-02.csv"
"need,49";"2020-04-02.csv"
"there,48";"2020-04-02.csv"
"say,48";"2020-04-02.csv"
"care,47";"2020-04-02.csv"
"want,46";"2020-04-02.csv"
"going,46";"2020-04-02.csv"
"really,46";"2020-04-02.csv"
"has,44";"2020-04-02.csv"
"actually,44";"2020-04-02.csv"
"also,43";"2020-04-02.csv"
"go,42";"2020-04-02.csv"
"community,42";"2020-04-02.csv"
"my,41";"2020-04-02.csv"
"weve,41";"2020-04-02.csv"
"very,40";"2020-04-02.csv"
"then,40";"2020-04-02.csv"
"testing,39";"2020-04-02.csv"
"which,39";"2020-04-02.csv"
"important,39";"2020-04-02.csv"
