"word,count";"Filename"
"the,793";"2020-10-29.csv"
"to,448";"2020-10-29.csv"
"and,444";"2020-10-29.csv"
"i,361";"2020-10-29.csv"
"of,354";"2020-10-29.csv"
"is,341";"2020-10-29.csv"
"in,297";"2020-10-29.csv"
"that,260";"2020-10-29.csv"
"you,257";"2020-10-29.csv"
"it,235";"2020-10-29.csv"
"a,222";"2020-10-29.csv"
"we,222";"2020-10-29.csv"
"are,181";"2020-10-29.csv"
"not,141";"2020-10-29.csv"
"for,138";"2020-10-29.csv"
"what,138";"2020-10-29.csv"
"have,131";"2020-10-29.csv"
"but,126";"2020-10-29.csv"
"on,118";"2020-10-29.csv"
"labour,115";"2020-10-29.csv"
"this,104";"2020-10-29.csv"
"he,101";"2020-10-29.csv"
"party,98";"2020-10-29.csv"
"be,89";"2020-10-29.csv"
"was,87";"2020-10-29.csv"
"has,81";"2020-10-29.csv"
"about,80";"2020-10-29.csv"
"as,79";"2020-10-29.csv"
"will,78";"2020-10-29.csv"
"do,72";"2020-10-29.csv"
"with,71";"2020-10-29.csv"
"people,71";"2020-10-29.csv"
"at,64";"2020-10-29.csv"
"think,56";"2020-10-29.csv"
"who,53";"2020-10-29.csv"
"so,53";"2020-10-29.csv"
"they,53";"2020-10-29.csv"
"going,52";"2020-10-29.csv"
"from,51";"2020-10-29.csv"
",51";"2020-10-29.csv"
"your,50";"2020-10-29.csv"
"get,48";"2020-10-29.csv"
"said,48";"2020-10-29.csv"
"donald,46";"2020-10-29.csv"
"our,45";"2020-10-29.csv"
"say,45";"2020-10-29.csv"
"can,45";"2020-10-29.csv"
"am,43";"2020-10-29.csv"
"very,42";"2020-10-29.csv"
"antisemitism,42";"2020-10-29.csv"
"want,42";"2020-10-29.csv"
"there,41";"2020-10-29.csv"
"us,40";"2020-10-29.csv"
"because,40";"2020-10-29.csv"
"if,40";"2020-10-29.csv"
"out,40";"2020-10-29.csv"
"would,40";"2020-10-29.csv"
"been,40";"2020-10-29.csv"
"did,37";"2020-10-29.csv"
"me,37";"2020-10-29.csv"
"trump,36";"2020-10-29.csv"
"an,36";"2020-10-29.csv"
"nick,35";"2020-10-29.csv"
"my,35";"2020-10-29.csv"
"all,35";"2020-10-29.csv"
"how,34";"2020-10-29.csv"
"need,34";"2020-10-29.csv"
"one,33";"2020-10-29.csv"
"see,32";"2020-10-29.csv"
"know,32";"2020-10-29.csv"
"just,32";"2020-10-29.csv"
"jeremy,32";"2020-10-29.csv"
"corbyn,32";"2020-10-29.csv"
"its,32";"2020-10-29.csv"
"here,31";"2020-10-29.csv"
"back,30";"2020-10-29.csv"
"now,29";"2020-10-29.csv"
"jewish,29";"2020-10-29.csv"
"when,28";"2020-10-29.csv"
"had,28";"2020-10-29.csv"
"system,28";"2020-10-29.csv"
"american,27";"2020-10-29.csv"
"two,27";"2020-10-29.csv"
"look,27";"2020-10-29.csv"
"thank,26";"2020-10-29.csv"
"up,26";"2020-10-29.csv"
"keir,26";"2020-10-29.csv"
"right,26";"2020-10-29.csv"
"report,25";"2020-10-29.csv"
"should,25";"2020-10-29.csv"
"his,25";"2020-10-29.csv"
"dont,25";"2020-10-29.csv"
"come,25";"2020-10-29.csv"
"years,24";"2020-10-29.csv"
"many,24";"2020-10-29.csv"
"saying,24";"2020-10-29.csv"
"into,24";"2020-10-29.csv"
"peopla,24";"2020-10-29.csv"
"well,24";"2020-10-29.csv"
"biden,24";"2020-10-29.csv"
"time,23";"2020-10-29.csv"
"those,23";"2020-10-29.csv"
"decision,23";"2020-10-29.csv"
"like,23";"2020-10-29.csv"
"im,23";"2020-10-29.csv"
"question,22";"2020-10-29.csv"
"president,22";"2020-10-29.csv"
"things,22";"2020-10-29.csv"
"leader,22";"2020-10-29.csv"
"were,22";"2020-10-29.csv"
"leadership,22";"2020-10-29.csv"
"united,22";"2020-10-29.csv"
"anthony,21";"2020-10-29.csv"
"starmer,21";"2020-10-29.csv"
"way,20";"2020-10-29.csv"
"first,20";"2020-10-29.csv"
"by,20";"2020-10-29.csv"
"community,20";"2020-10-29.csv"
"top,20";"2020-10-29.csv"
"or,20";"2020-10-29.csv"
"country,20";"2020-10-29.csv"
"does,20";"2020-10-29.csv"
"states,20";"2020-10-29.csv"
"good,19";"2020-10-29.csv"
"other,19";"2020-10-29.csv"
"political,19";"2020-10-29.csv"
"day,19";"2020-10-29.csv"
"absolutely,19";"2020-10-29.csv"
"talk,19";"2020-10-29.csv"
"same,19";"2020-10-29.csv"
"problem,19";"2020-10-29.csv"
"point,19";"2020-10-29.csv"
"make,19";"2020-10-29.csv"
"joe,19";"2020-10-29.csv"
"chris,18";"2020-10-29.csv"
"tmmp,18";"2020-10-29.csv"
"take,18";"2020-10-29.csv"
"also,18";"2020-10-29.csv"
"accept,18";"2020-10-29.csv"
"last,18";"2020-10-29.csv"
"government,18";"2020-10-29.csv"
"no,18";"2020-10-29.csv"
"ran,18";"2020-10-29.csv"
"house,17";"2020-10-29.csv"
"lincoln,17";"2020-10-29.csv"
"him,17";"2020-10-29.csv"
"where,17";"2020-10-29.csv"
"made,17";"2020-10-29.csv"
"even,17";"2020-10-29.csv"
"some,17";"2020-10-29.csv"
"looking,17";"2020-10-29.csv"
"white,16";"2020-10-29.csv"
"today,16";"2020-10-29.csv"
"feel,16";"2020-10-29.csv"
"action,16";"2020-10-29.csv"
"respect,16";"2020-10-29.csv"
"person,16";"2020-10-29.csv"
"cant,16";"2020-10-29.csv"
"world,16";"2020-10-29.csv"
"health,16";"2020-10-29.csv"
"over,15";"2020-10-29.csv"
"thejewish,15";"2020-10-29.csv"
"go,15";"2020-10-29.csv"
"them,15";"2020-10-29.csv"
"vote,15";"2020-10-29.csv"
"answer,14";"2020-10-29.csv"
"thing,14";"2020-10-29.csv"
"matter,14";"2020-10-29.csv"
"doing,14";"2020-10-29.csv"
"lockdown,14";"2020-10-29.csv"
"after,13";"2020-10-29.csv"
"joining,13";"2020-10-29.csv"
"front,13";"2020-10-29.csv"
"yes,13";"2020-10-29.csv"
"more,13";"2020-10-29.csv"
"being,13";"2020-10-29.csv"
"again,13";"2020-10-29.csv"
