"word,""count"",""Filename""";"Filename"
"the,""760"",""2020-02-13.csv""";
"and,""419"",""2020-02-13.csv""";
"to,""403"",""2020-02-13.csv""";
"a,""340"",""2020-02-13.csv""";
"of,""321"",""2020-02-13.csv""";
"in,""312"",""2020-02-13.csv""";
"that,""285"",""2020-02-13.csv""";
"is,""285"",""2020-02-13.csv""";
"we,""213"",""2020-02-13.csv""";
"i,""213"",""2020-02-13.csv""";
"it,""201"",""2020-02-13.csv""";
"you,""180"",""2020-02-13.csv""";
"have,""137"",""2020-02-13.csv""";
"are,""123"",""2020-02-13.csv""";
"not,""117"",""2020-02-13.csv""";
"for,""114"",""2020-02-13.csv""";
"on,""110"",""2020-02-13.csv""";
"what,""110"",""2020-02-13.csv""";
"be,""110"",""2020-02-13.csv""";
"at,""103"",""2020-02-13.csv""";
"this,""103"",""2020-02-13.csv""";
"with,""100"",""2020-02-13.csv""";
"people,""99"",""2020-02-13.csv""";
"but,""95"",""2020-02-13.csv""";
"about,""80"",""2020-02-13.csv""";
"so,""76"",""2020-02-13.csv""";
"was,""76"",""2020-02-13.csv""";
"scotland,""75"",""2020-02-13.csv""";
"has,""75"",""2020-02-13.csv""";
"as,""74"",""2020-02-13.csv""";
"think,""72"",""2020-02-13.csv""";
"do,""70"",""2020-02-13.csv""";
"they,""69"",""2020-02-13.csv""";
"he,""66"",""2020-02-13.csv""";
"will,""66"",""2020-02-13.csv""";
"from,""63"",""2020-02-13.csv""";
"its,""57"",""2020-02-13.csv""";
"or,""53"",""2020-02-13.csv""";
"would,""51"",""2020-02-13.csv""";
"government,""51"",""2020-02-13.csv""";
"when,""51"",""2020-02-13.csv""";
"there,""48"",""2020-02-13.csv""";
"if,""46"",""2020-02-13.csv""";
"scottish,""46"",""2020-02-13.csv""";
"because,""45"",""2020-02-13.csv""";
"been,""42"",""2020-02-13.csv""";
"an,""42"",""2020-02-13.csv""";
"who,""41"",""2020-02-13.csv""";
"which,""38"",""2020-02-13.csv""";
"like,""38"",""2020-02-13.csv""";
"referendum,""38"",""2020-02-13.csv""";
"time,""37"",""2020-02-13.csv""";
"years,""37"",""2020-02-13.csv""";
